sentence1_clean,sentence2_clean,label
tidak dapat menemukan rumah untuknya seorang hakim mengatakan kepada otoritas kesehatan mental bahwa mereka perlu menemukan perumahan dan perawatan yang diawasi untuk devries di suatu tempat di california,hakim telah mengatakan kepada departemen kesehatan mental negara bagian untuk menemukan perumahan dan perawatan yang diawasi untuk devries di suatu tempat di california,1
juga selasa amerika serikat juga merilis lebih banyak tahanan perang irak dan para pejabat mengumumkan bahwa semua akan segera dilepaskan,sementara itu di irak selatan amerika serikat membebaskan lebih banyak tahanan perang irak dan para pejabat mengumumkan bahwa semua akan segera dilepaskan,1
keputusan itu datang setahun setelah whipple mengakhiri pengawasan federal atas keseimbangan rasial fasilitas anggaran dan bus distrik,keputusan itu datang setahun setelah whipple mengakhiri pengawasan federal dari bus sekolah serta keseimbangan rasial fasilitas dan anggaran rasial distrik,1
daftar yang dihasilkan menyebabkan cbs special 100 tahun afi 100 heroes villains yang diselenggarakan oleh arnold schwarzenegger,spesial primetime dalam daftar afis 100 tahun 100 heroes villains ditayangkan selasa di cbs,0
polisi memperingatkan penduduk pada hari jumat untuk tidak bepergian sendirian dan untuk menghindari toko toko serba ada dan toko toko stasiun layanan di malam hari,polisi menyarankan penduduk pada hari jumat untuk tidak bepergian sendirian ke toko toko dan waspada,0
kami tidak ada hubungannya dengan keputusan personel internal kata juru bicara microsoft sean sundwell,microsoft sama sekali tidak ada hubungannya dengan keputusan personel internal atstake kata sundwall,1
jaksa penuntut mengatakan tidak ada pertanyaan waagner ada di belakang surat surat itu yang dikirim pada saat yang sama dari serangan antraks,jaksa penuntut mengatakan tidak ada pertanyaan waagner ada di belakang surat surat itu yang dikirim pada saat yang sama bahwa serangan antraks asli membunuh orang pada tahun 2001,1
rencananya akan menelan biaya lebih dari 200 miliar per tahun yang akan dibayar gephardt dengan mencabut pemotongan pajak bush,rencananya akan menelan biaya lebih dari 200 miliar per tahun dan dibayar dengan mencabut pemotongan pajak bush,1
ada kekhawatiran bahwa pemain berusia 35 tahun itu tidak akan dapat hamil setelah menderita dua kehamilan ektopik dan kanker rahim,ada kekhawatiran bahwa heather tidak akan pernah memiliki anak setelah menderita dua kehamilan ektopik dan kanker rahim,1
pada hari jumat food and drug administration menyetujui penggunaan implan payudara silikon dengan kondisi,obat ini disetujui untuk digunakan pada hari jumat oleh food and drug administration,0
jaksa penuntut mengatakan paracha jika terbukti bersalah bisa menghadapi setidaknya 17 tahun penjara,paracha menghadapi setidaknya 17 tahun penjara jika terbukti bersalah,1
lebih dari setengah lagu dibeli sebagai album kata apple,apple mencatat bahwa setengah lagu dibeli sebagai bagian dari album,1
ecb telah memangkas suku bunga enam kali dari periode itu dari 475 persen pada oktober 2000 menjadi 25 persen,ecb telah memangkas tingkat dari 475 persen pada oktober 2000 menjadi 25 persen pada periode itu,0
kesepakatan ini masuk akal bagi kedua perusahaan kata halla dalam pernyataan yang disiapkan,brian halla ceo natsemi mengklaim kesepakatan itu masuk akal bagi kedua perusahaan,1
penyelundup dalam sebuah van mengejar pickup dan suv yang membawa penyelundup lain dan imigran ilegal kata sheriff kabupaten pinal roger vanderpool,orang orang dalam sebuah van menembaki pickup dan suv yang diyakini mengangkut imigran ilegal kata sheriff kabupaten pinal roger vanderpool,1
tyco kemudian mengatakan pinjaman itu belum dimaafkan dan swartz melunasi secara penuh dengan bunga menurut pengacaranya charles stillman,tyco mengatakan pinjaman itu tidak dimaafkan tetapi swartz sepenuhnya melunasi dengan bunga menurut pengacaranya charles stillman,1
pada sore hari perdagangan indeks komposit nasdaq naik 834 atau 05 persen menjadi 179047,indeks komposit nasdaq ixic mencelupkan 859 poin atau 048 persen menjadi 177354,0
sementara bolton rupanya jatuh dan diimobilisasi selenski menggunakan kasur untuk skala pagar 10 kaki pagar kawat pisau cukur kata fischi,setelah narapidana lainnya jatuh selenski menggunakan kasur untuk skala pagar 10 kaki pagar kawat pisau kata fischi,1
loonie sementara itu terus tergelincir di awal perdagangan jumat,loonie sementara itu sedang meningkat lagi kamis pagi,0
ms haque sementara itu berada di ponsel pirusnya dengan wajah wajah tersenyum yang mengatur prom,fatima sementara itu ada di ponsel pirusnya yang mengatur prom,1
tetapi dia menambahkan bahwa aktor dan produser yang berbasis di new york adalah orang pribadi dan tidak peduli untuk mendapatkan perawatannya untuk konsumsi publik,tetapi dia menambahkan bahwa de niro adalah orang pribadi dan tidak peduli untuk mendapatkan perawatannya untuk konsumsi publik,1
sementara persediaan aspirin sebulan dapat berharga kurang dari 10 jumlah ticlopidine yang setara dapat berjalan secara signifikan lebih dari 100,sementara persediaan aspirin sebulan dapat berharga di bawah 10 jumlah ticlopidine yang setara dapat berjalan lebih dari 100,1
dia memperkirakan itu akan memakan waktu tiga bulan dan akan membutuhkan pembatalan subaudit dari departemen kualitas lingkungan,dia mengatakan akan butuh sekitar tiga bulan untuk melakukan dan membutuhkan pembatalan subaudit dari departemen kualitas lingkungan,1
arison mengatakan mann mungkin merupakan salah satu perintis gerakan musik dunia dan dia memiliki kecintaan yang mendalam pada musik brasil,arison mengatakan mann adalah pelopor gerakan musik dunia jauh sebelum istilah itu diciptakan dan dia sangat menyukai musik brasil,0
virus ini membunuh sekitar 36000 orang dalam tahun rata rata menurut pusat pengendalian dan pencegahan penyakit as,komplikasi dari flu membunuh sekitar 36000 orang amerika dalam tahun rata rata menurut pusat pengendalian dan pencegahan penyakit as,1
dalam dua skema baru orang yang menyamar sebagai perwakilan irs menargetkan keluarga anggota angkatan bersenjata dan pengguna email,dua skema baru menargetkan keluarga mereka yang bertugas di pengguna militer dan email,1
wim wenders mengarahkan film yang dipuji secara luas dengan nama yang sama berdasarkan sesi,sebuah film yang dipuji secara luas dengan nama yang sama disutradarai oleh wim wenders,0
miss novikova mengatakan sementara tidak ada bobot standar untuk balerina miss volochkova lebih besar dari yang lain,mengomentari penembakan hari ini ms novikova mengatakan bahwa tidak ada bobot standar untuk balerina tetapi ms volochkova lebih besar dari yang lain,1
keduanya telah menayangkan rekaman video mantan presiden saddam hussein yang mendorong warga irak untuk melawan pendudukan as irak,keduanya telah menayangkan rekaman video yang tampaknya dari presiden irak yang digulingkan saddam hussein mendorong warga irak untuk melawan pendudukan as,1
di bawah program ini pejabat as bekerja dengan otoritas pelabuhan asing untuk mengidentifikasi menargetkan dan mencari kargo berisiko tinggi,di bawah program ini pejabat as bekerja dengan otoritas pelabuhan asing untuk mencari kargo berisiko tinggi sebelum dapat mencapai amerika serikat,1
dan jika kita tidak melakukan ini orang orang yang tidak bersalah di tanah juga akan mati,kru diberitahu jika kita tidak melakukan ini orang orang yang tidak bersalah di tanah akan mati katanya,1
ini mungkin bukan waktu termudah untuk mengambil alih program antar jemput tambahnya tetapi saya menantikan tantangannya,mungkin ini bukan waktu termudah untuk masuk dan mengambil alih program antar jemput tapi sekali lagi saya menantikan tantangannya katanya,1
akibatnya nelson sekarang menghadapi penjara hingga 10 tahun alih alih kehidupan,putusan itu berarti nelson menghadapi 10 tahun penjara daripada kemungkinan hukuman seumur hidup,1
dengan semua pelaporan daerah fletcherseorang anggota kongres tiga masa dari lexingtonmemiliki 57 persen suara yang luar biasa,dengan semua pelaporan daerah fletcher memiliki 88747 suara atau 57 persen dari total,1
kemajuannya stabil dia stabil dia nyaman kata jack selasa sore,kemajuannya stabil dia stabil kata dr jack,0
shadrin mengatakan pesawat khodorkovsky didekati oleh petugas yang mengidentifikasi diri mereka sebagai anggota dinas intelijen fsb penerus rumah tangga untuk kgb soviet,shadrin mengatakan pesawat khodorkovsky didekati oleh petugas yang mengidentifikasi diri mereka sebagai anggota dinas intelijen domestik fsb,1
dia mengklaim semua bayi dilahirkan penuh dan meninggal dalam beberapa jam katanya,apa yang dia katakan kepada para penyelidik kami adalah bahwa semua bayi dilahirkan penuh dan kemudian meninggal dalam beberapa jam kata hughes,1
menteri luar negeri prancis dominique de villepin dijadwalkan tiba sharm elsheikh pada hari rabu,menteri luar negeri prancis dominique de villepin juga diharapkan hadir,1
mereka percaya hal yang sama berlaku pada manusia memberikan risiko penyakit 30 persen lebih tinggi,para peneliti percaya hal yang sama berlaku pada manusia menerjemahkan risiko penyakit 30 persen lebih besar,1
total penjualan untuk periode tersebut turun 80 persen menjadi 199 miliar dari tahun sebelumnya,walmart mengatakan penjualan di tokotoko buka setidaknya satu tahun naik 46 persen dari tahun sebelumnya,0
pejabat penegak hukum as mencibir versi dar heatherington tentang peristiwa yang mendorongnya menjadi sorotan publik,pejabat penegak hukum as mencibir pada versi dar heatherington dari acara tersebut termasuk konspirasi polisi untuk mendiskreditkannya yang mendorongnya menjadi sorotan publik,1
surat kabar saudi okaz melaporkan pada hari senin bahwa tersangka yang lolos dari serangan hari sabtu melarikan diri dengan mobil yang mogok di pinggiran mekah minggu sore,surat kabar okaz melaporkan bahwa keenam tersangka yang ditangkap pada hari minggu melarikan diri dari penggerebekan dengan mobil yang mogok di pinggiran mekah,1
michael mitchell kepala pembela umum di baton rouge yang mewakili lee tidak menjawab teleponnya rabu sore,michael mitchell kepala pembela umum di baton rouge yang mewakili lee tidak tersedia untuk dimintai komentar,1
di kanada dolar booming akan menjadi fokus lagi karena mencoba untuk tetap di atas tanda 75 sen as,di kanada dolar yang melonjak menjadi fokus lagi karena berjuang dan gagal untuk tetap di atas tanda 75 sen as,1
mereka lelah membayar biaya tinggi cd dan dvd dan lebih suka bentuk pengiriman media sesuai permintaan yang lebih fleksibel,konsumen bosan membayar harga tinggi untuk cd dan dvd mencari bentuk fleksibel dari pengiriman media sesuai permintaan,1
penangkap bolt tidak sekuat yang seharusnya kata ketua dewan pensiunan laksamana hal gehman,penangkap bolt tidak sekuat yang seharusnya kata pensiunan laksamana angkatan laut harold w gehman jr ketua dewan,1
morgan stanley menaikkan peringkatnya pada pembuat minuman menjadi kelebihan berat badan dari equalweight yang mengatakan sebagian bahwa kekuatan penetapan harga dengan pembotolannya akan meningkat pada tahun 2004,morgan stanley menaikkan peringkatnya pada perusahaan menjadi kelebihan berat badan dari equalweight mengatakan kekuatan harga pembuat minuman dengan pembotolan harus meningkat pada tahun 2004,1
menteri dalam negeri al mustapha sahel mengatakan penyelidikan menunjuk ke sebuah kelompok yang telah ditangkap baru baru ini sebuah referensi yang jelas kepada djihad salafist,menteri dalam negeri maroko al mustapha sahel mengatakan kepada televisi 2m yang dikelola pemerintah sabtu malam tentang penyelidikan menunjuk ke sebuah kelompok yang telah ditangkap barubaru ini referensi yang jelas untuk jihad salafi,1
pound juga membuat kemajuan terhadap dolar mencapai tertinggi tiga tahun segar di 16789,pound inggris melenturkan ototnya terhadap dolar bertahan 1 persen di 16672,0
laporan itu ditemukan 23 oktober terselip di dalam pengikat tiga cincin tua yang tidak terkait dengan penyelidikan,laporan itu ditemukan minggu lalu yang terselip di dalam manual pelatihan milik hicks,1
di antara pemirsa fox 41 persen menggambarkan diri mereka sebagai partai republik 24 persen sebagai demokrat dan 30 persen sebagai independen,di antara pemirsa cnn 29 persen mengatakan mereka adalah partai republik dan 36 persen menyebut diri mereka konservatif,0
imigran muslim telah menggunakan jaringan yang mengandalkan transfer kawat kurir dan surat semalam untuk mengirim uang tunai ke keluarga mereka ke luar negeri,imigran muslim telah menggunakan jaringan _ yang mengandalkan transfer kawat kurir dan surat semalam _ untuk mengirim simpanan uang tunai ke luar negeri ke keluarga mereka,1
jumat yang juga ditangkap adalah claudia carrizales de villa 34 seorang warga negara meksiko yang tinggal di harlingen,jumat yang juga ditangkap adalah claudia carrizales de villa 34 warga negara meksiko yang tinggal di kota perbatasan harlingen texas,1
kami mengutuk dewan pemerintahan yang dipimpin oleh amerika serikat kata muqtada al sadr dalam sebuah khotbah di sebuah masjid,kami mengutuk dan mengecam dewan pemerintahan yang dipimpin oleh amerika serikat kata moqtada alsadr,1
suami nyonya boncyk wayne telah membawa mobil keluarga untuk bekerja jadi istri dan anak anaknya harus naik dengan tetangga,suami mrs boncyk wayne telah mengambil satu satunya mobil keluarga untuk bekerja jadi dia dan anak anak harus naik tumpangan dengan tetangga,1
presiden ukraina leonid kuchma hari ini memotong kunjungan ke amerika latin sebagai pertengkaran perbatasan pahit antara ukraina dan rusia memburuk lebih jauh,perselisihan ini telah menyebabkan presiden ukraina leonid kuchma memotong kunjungan negara ke amerika latin,1
untuk akhir pekan 12 film teratas meraup 1571 juta naik 52 persen dari akhir pekan yang sama tahun sebelumnya,box office secara keseluruhan melonjak dengan 12 film teratas meraup 1571 juta naik 52 persen dari tahun lalu,1
harga platinum melonjak ke tertinggi 23 tahun awal tahun ini setelah presiden bush beritasitus web mengusulkan investasi 12 miliar untuk penelitian tentang kendaraan bertenaga sel bahan bakar,harga platinum melonjak ke tertinggi 23 tahun awal tahun ini setelah presiden as george w bush mengusulkan investasi 12 miliar untuk penelitian tentang kendaraan bertenaga sel bahan bakar,1
jumat stanford 4715 blanked gamecocks 80,stanford 4615 memiliki tim yang penuh dengan pemain seperti ini musim ini,0
